time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-08-20T15:07:47.434Z,-57.11,-25.1603,56.84,5.1,mb,,92,7,1.07,us,us6000f8tc,2021-08-20T15:19:26.040Z,"South Sandwich Islands region",earthquake,12.8,9.7,0.114,25,reviewed,us,us
2021-08-20T15:01:07.971Z,61.726,-152.0812,109.7,2.5,ml,,,,0.61,ak,ak021anxm8xi,2021-08-20T17:02:19.040Z,"46 km SW of Skwentna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-08-20T14:01:22.410Z,18.2846,-68.8808,186,3.81,md,17,254,0.5495,0.02,pr,pr2021232011,2021-08-21T06:57:59.040Z,"18 km SSE of La Romana, Dominican Republic",earthquake,4.26,0.98,0.08,9,reviewed,pr,pr
2021-08-20T13:44:18.249Z,55.8477,-149.1875,9.67,3.1,ml,,225,2.656,0.43,us,us6000f8vb,2021-08-21T06:40:12.040Z,"272 km SE of Chiniak, Alaska",earthquake,5.4,7.6,0.059,38,reviewed,us,us
2021-08-20T12:20:19.903Z,51.9947,-173.2943,80.35,4.7,mb,,40,0.569,0.76,us,us6000f8s7,2021-08-22T12:04:12.488Z,"66 km ESE of Atka, Alaska",earthquake,6.9,5.7,0.065,76,reviewed,us,us
2021-08-20T11:44:50.930Z,58.2934,-133.5732,2,2.9,ml,,,,0.57,ak,ak021anvhty1,2021-08-20T16:30:09.074Z,"49 km E of Juneau, Alaska",ice quake,,0.4,,,automatic,ak,ak
2021-08-20T11:37:59.010Z,19.011,-67.6966,13,3.4,md,14,233,0.6632,0.44,pr,pr2021232010,2021-08-21T04:44:48.040Z,"85 km NW of San Antonio, Puerto Rico",earthquake,2.88,4.16,0.11,9,reviewed,pr,pr
2021-08-20T11:16:16.175Z,-58.8957,-24.7934,21.73,4.8,mb,,65,10.203,0.49,us,us6000f8rq,2021-08-20T11:33:32.040Z,"South Sandwich Islands region",earthquake,10.1,6,0.074,57,reviewed,us,us
2021-08-20T11:14:29.209Z,58.2859,-133.5642,2,2.7,ml,,,,0.52,ak,ak021anvbcgr,2021-08-20T16:26:28.123Z,"50 km E of Juneau, Alaska",ice quake,,0.5,,,automatic,ak,ak
2021-08-20T11:07:17.900Z,19.2761,-67.2798,23,3.43,md,15,293,0.826,0.37,pr,pr2021232008,2021-08-20T12:27:41.779Z,"88 km NNW of San Antonio, Puerto Rico",earthquake,1.64,26.8,0.06,11,reviewed,pr,pr
2021-08-20T10:54:45.260Z,17.9403,-66.9483,8,3.08,md,19,216,0.1002,0.12,pr,pr2021232009,2021-08-21T05:42:32.145Z,"5 km SW of Guánica, Puerto Rico",earthquake,0.5,0.91,0.26,14,reviewed,pr,pr
2021-08-20T10:28:09.723Z,52.256,-170.7202,31.82,3.8,mb,,179,1.344,0.54,us,us6000f8rf,2021-08-20T16:24:47.582Z,"147 km WSW of Nikolski, Alaska",earthquake,8.9,3.7,0.141,13,reviewed,us,us
2021-08-20T09:43:11.880Z,19.2353,-67.1851,26,3.7,md,16,238,0.7714,0.41,pr,pr2021232007,2021-08-20T10:35:44.684Z,"82 km N of San Antonio, Puerto Rico",earthquake,1.74,27.62,0.08,4,reviewed,pr,pr
2021-08-20T09:28:40.910Z,18.0041,-66.8405,15,2.52,md,9,178,0.2066,0.21,pr,pr2021232006,2021-08-20T10:59:37.458Z,"2 km WNW of Indios, Puerto Rico",earthquake,0.63,0.84,0.07,3,reviewed,pr,pr
2021-08-20T09:12:17.910Z,18.0203,-66.8183,8,2.57,md,6,174,0.2133,0.06,pr,pr2021232005,2021-08-20T09:38:18.585Z,"2 km W of Guayanilla, Puerto Rico",earthquake,0.42,6.99,0,3,reviewed,pr,pr
2021-08-20T09:01:59.157Z,53.1999,-164.0793,10,3.6,mb,,174,1.35,0.43,us,us6000f8qw,2021-08-20T09:31:43.040Z,"152 km SE of Akutan, Alaska",earthquake,5.4,1.9,0.159,10,reviewed,us,us
2021-08-20T07:21:04.174Z,38.5846,44.2199,5,4,mb,,62,0.951,0.56,us,us6000f8qe,2021-08-20T07:49:28.040Z,"21 km ESE of Özalp, Turkey",earthquake,4.8,2,0.138,14,reviewed,us,us
2021-08-20T07:07:14.972Z,-21.3498,-70.4636,24.19,4.2,mb,,192,0.53,0.93,us,us6000f8q8,2021-08-20T21:16:32.416Z,"86 km NNW of Tocopilla, Chile",earthquake,7.4,7.5,0.263,4,reviewed,us,us
2021-08-20T07:05:13.996Z,50.7713,-172.537,10,2.8,ml,,236,1.837,0.78,us,us6000f8tz,2021-08-21T05:30:15.040Z,"196 km SE of Atka, Alaska",earthquake,2.8,2,0.105,12,reviewed,us,us
2021-08-20T06:48:13.480Z,38.5596667,-112.1786667,10.51,2.71,ml,16,118,0.2163,0.12,uu,uu60028469,2021-08-21T05:11:24.040Z,"8 km SSE of Joseph, Utah",earthquake,0.53,1.03,0.15,11,reviewed,uu,uu
2021-08-20T06:48:03.500Z,38.5945,-112.191,8.39,2.75,ml,28,47,0.2013,0.25,uu,uu60454067,2021-08-21T05:09:37.040Z,"4 km SSE of Joseph, Utah",earthquake,0.58,1.09,0.085,11,reviewed,uu,uu
2021-08-20T06:03:53.170Z,35.8853333,-117.721,2.64,2.67,ml,40,27,0.0845,0.14,ci,ci40016064,2021-08-21T05:08:29.040Z,"18km ESE of Little Lake, CA",earthquake,0.11,0.23,0.191,25,reviewed,ci,ci
2021-08-20T05:39:28.405Z,61.5614,-141.2418,0,3.5,ml,,,,0.75,ak,ak021anrw3oz,2021-08-23T18:55:18.040Z,"90 km E of McCarthy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-08-20T05:38:43.862Z,18.4802,-73.3547,10,4,mb,,77,2.021,1.08,us,us6000f8pm,2021-08-20T05:56:20.040Z,"2 km SSW of Anse-à-Veau, Haiti",earthquake,6.4,2,0.15,12,reviewed,us,us
2021-08-20T05:29:25.650Z,38.5393333,-119.532,4.35,2.6,md,23,66,0.0259,0.09,nc,nc73612301,2021-08-23T05:40:55.793Z,"28km SE of Markleeville, CA",earthquake,0.25,0.33,0.197,70,reviewed,nc,nc
2021-08-20T04:58:50.554Z,31.65065086,-104.2797847,7.159887695,2.8,ml,46,58,0.1250276501,0.3,tx,tx2021qglb,2021-08-20T15:47:37.436Z,"58 km S of Whites City, New Mexico",earthquake,0.8130903407999999,1.070392357,0.1,24,reviewed,tx,tx
2021-08-20T03:44:19.570Z,17.9385,-66.852,12,2.55,md,12,193,0.1947,0.1,pr,pr2021232002,2021-08-20T04:03:22.757Z,"5 km SE of Maria Antonia, Puerto Rico",earthquake,0.5,0.44,0.05,5,reviewed,pr,pr
2021-08-20T03:41:22.485Z,-59.7692,-26.5665,80.92,5.2,mb,,69,7.71,0.89,us,us6000f8n5,2021-08-20T03:56:13.040Z,"South Sandwich Islands region",earthquake,10.5,7.5,0.063,85,reviewed,us,us
2021-08-20T03:35:49.289Z,63.8308,-148.5266,99,2.8,ml,,,,0.67,ak,ak021anqofh0,2021-08-20T04:01:07.040Z,"21 km E of Healy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-08-20T03:27:23.463Z,61.6025,-145.481,1,2.5,ml,,,,0.84,ak,ak021anqmnq7,2021-08-20T03:32:00.782Z,"17 km WSW of Tonsina, Alaska",earthquake,,6.7,,,automatic,ak,ak
2021-08-20T03:21:33.688Z,-58.0168,-25.3615,35,5.1,mb,,77,7.251,0.84,us,us6000f8mh,2021-08-20T03:37:25.040Z,"South Sandwich Islands region",earthquake,11.4,2,0.078,56,reviewed,us,us
2021-08-20T03:13:51.706Z,-58.5782,-23.1901,10,5.1,mb,,73,8.528,1.05,us,us6000f8mc,2021-08-20T03:29:06.040Z,"South Sandwich Islands region",earthquake,7.6,1.6,0.085,47,reviewed,us,us
2021-08-20T03:02:31.471Z,60.5876,-149.529,19.9,3,ml,,,,0.95,ak,ak021anqhb9z,2021-08-26T05:09:49.562Z,"14 km NW of Moose Pass, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-08-20T03:00:56.720Z,17.9093,-66.841,11,3,md,20,221,0.2119,0.1,pr,pr2021232001,2021-08-20T03:41:49.199Z,"9 km SE of Maria Antonia, Puerto Rico",earthquake,0.6,0.43,0.32,11,reviewed,pr,pr
2021-08-20T02:42:30.571Z,-59.3478,-24.7964,28.57,4.7,mb,,70,10.063,0.64,us,us6000f8mb,2021-08-20T03:31:44.040Z,"South Sandwich Islands region",earthquake,9.4,5.7,0.106,27,reviewed,us,us
2021-08-20T02:36:31.800Z,17.9688,-66.7816,17,3.05,md,20,187,0.1903,0.08,pr,pr2021232000,2021-08-20T07:10:33.544Z,"4 km SE of Indios, Puerto Rico",earthquake,0.4,0.27,0.42,10,reviewed,pr,pr
2021-08-20T02:03:30.341Z,31.68343214,-104.4065571,6.594311523,2.9,ml,29,57,0.081676352,0.3,tx,tx2021qgfh,2021-08-20T14:51:18.791Z,"54 km S of Whites City, New Mexico",earthquake,0.9802947025,1.199554041,0.1,13,reviewed,tx,tx
2021-08-20T01:52:40.022Z,61.5616,-141.2626,0,2.9,ml,,,,0.6,ak,ak021anpl6iz,2021-08-20T02:02:56.688Z,"89 km E of McCarthy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2021-08-20T01:48:14.153Z,61.5709,-141.2808,9.4,4.1,ml,,,,0.74,ak,ak021anpk9oi,2021-08-23T18:58:28.040Z,"88 km E of McCarthy, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2021-08-20T01:26:34.871Z,14.7851,-92.256,91.81,4.2,mb,,171,1.492,1.19,us,us6000f8kf,2021-08-20T02:16:54.615Z,"2 km SSW of Guadalupe Victoria, Mexico",earthquake,8,9.9,0.055,95,reviewed,us,us
2021-08-20T01:09:51.362Z,-56.8975,-25.0878,10,5,mb,,98,10.874,0.97,us,us6000f8kd,2021-08-20T01:27:27.040Z,"South Sandwich Islands region",earthquake,11.7,1.9,0.085,46,reviewed,us,us
2021-08-20T00:43:49.914Z,-7.7652,118.8978,10,4.5,mb,,75,2.861,0.75,us,us6000f8k5,2021-08-20T01:09:24.040Z,"79 km NNE of Bima, Indonesia",earthquake,7.5,1.9,0.111,24,reviewed,us,us
